State_Name,State_code,Year-Week,Variant,Variant_Count,Positive_Cases,Hospitalization,Death
New York,NY,2021-45,Epsilon,0,6362,263.0,57
New York,NY,2021-45,Gamma,0,6362,263.0,57
New York,NY,2021-45,Iota,0,6362,263.0,57
New York,NY,2021-45,Mu,0,6362,263.0,57
New York,NY,2021-45,Other,20,6362,263.0,57
New York,NY,2021-46,Alpha,0,7889,287.0,58
New York,NY,2021-46,Beta,0,7889,287.0,58
New York,NY,2021-46,Delta,343,7889,287.0,58
New York,NY,2021-46,Epsilon,0,7889,287.0,58
New York,NY,2021-46,Gamma,0,7889,287.0,58
New York,NY,2021-46,Iota,0,7889,287.0,58
New York,NY,2021-46,Mu,0,7889,287.0,58
New York,NY,2021-46,Other,1,7889,287.0,58
New York,NY,2021-5,Alpha,75,22516,2682.0,544
New York,NY,2021-5,Beta,0,22516,2682.0,544
New York,NY,2021-5,Delta,0,22516,2682.0,544
New York,NY,2021-5,Epsilon,25,22516,2682.0,544
New York,NY,2021-5,Gamma,0,22516,2682.0,544
New York,NY,2021-5,Iota,289,22516,2682.0,544
New York,NY,2021-5,Mu,0,22516,2682.0,544
New York,NY,2021-5,Other,618,22516,2682.0,544
New York,NY,2021-6,Alpha,98,22764,2347.0,573
New York,NY,2021-6,Beta,0,22764,2347.0,573
New York,NY,2021-6,Delta,0,22764,2347.0,573
New York,NY,2021-6,Epsilon,32,22764,2347.0,573
New York,NY,2021-6,Gamma,0,22764,2347.0,573
New York,NY,2021-6,Iota,360,22764,2347.0,573
New York,NY,2021-6,Mu,0,22764,2347.0,573
New York,NY,2021-6,Other,577,22764,2347.0,573
New York,NY,2021-7,Alpha,109,19867,2105.0,488
New York,NY,2021-7,Beta,2,19867,2105.0,488
New York,NY,2021-7,Delta,2,19867,2105.0,488
New York,NY,2021-7,Epsilon,36,19867,2105.0,488
New York,NY,2021-7,Gamma,0,19867,2105.0,488
New York,NY,2021-7,Iota,421,19867,2105.0,488
New York,NY,2021-7,Mu,0,19867,2105.0,488
New York,NY,2021-7,Other,594,19867,2105.0,488
New York,NY,2021-8,Alpha,145,21322,2142.0,505
New York,NY,2021-8,Beta,0,21322,2142.0,505
New York,NY,2021-8,Delta,0,21322,2142.0,505
New York,NY,2021-8,Epsilon,25,21322,2142.0,505
New York,NY,2021-8,Gamma,0,21322,2142.0,505
New York,NY,2021-8,Iota,461,21322,2142.0,505
New York,NY,2021-8,Mu,0,21322,2142.0,505
New York,NY,2021-8,Other,483,21322,2142.0,505
New York,NY,2021-9,Alpha,154,20003,1953.0,419
New York,NY,2021-9,Beta,1,20003,1953.0,419
New York,NY,2021-9,Delta,1,20003,1953.0,419
New York,NY,2021-9,Epsilon,26,20003,1953.0,419
New York,NY,2021-9,Gamma,0,20003,1953.0,419
New York,NY,2021-9,Iota,512,20003,1953.0,419
New York,NY,2021-9,Mu,0,20003,1953.0,419
New York,NY,2021-9,Other,327,20003,1953.0,419
